billing_id,billing_date,cloud_provider,cloud_account_id,service,region,resource_id,usage_type,cost,currency,allocation_tag,product_id,feature_id,business_unit,billing_status,timestamp
BILL-2026-00272,2026-02-13,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-014,IOPS-and-Storage,358.36,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00273,2026-02-13,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-015,Container-Hours,359.02,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-02-13T23:59:59Z
BILL-2026-00274,2026-02-13,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-015,IOPS-and-Storage,779.14,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00275,2026-02-25,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-016,Container-Hours,919.06,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-02-25T23:59:59Z
BILL-2026-00276,2026-02-28,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-016,IOPS-and-Storage,402.81,USD,,,,,FINAL,2026-02-28T23:59:59Z
BILL-2026-00277,2026-02-28,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-017,Container-Hours,852.51,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-02-28T23:59:59Z
BILL-2026-00278,2026-02-17,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-017,IOPS-and-Storage,484.51,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00279,2026-02-26,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-018,Container-Hours,381.42,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-02-26T23:59:59Z
BILL-2026-00280,2026-02-11,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-018,IOPS-and-Storage,638.86,USD,,,,,FINAL,2026-02-11T23:59:59Z
BILL-2026-00281,2026-02-20,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-019,Container-Hours,516.27,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-02-20T23:59:59Z
BILL-2026-00282,2026-02-25,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-019,IOPS-and-Storage,719.14,USD,,,,,FINAL,2026-02-25T23:59:59Z
BILL-2026-00283,2026-02-27,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-020,Container-Hours,570.44,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-02-27T23:59:59Z
BILL-2026-00284,2026-02-18,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-020,IOPS-and-Storage,410.55,USD,,,,,FINAL,2026-02-18T23:59:59Z
BILL-2026-00285,2026-02-22,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-001,Memory-Optimized-Hours,1263.33,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-22T23:59:59Z
BILL-2026-00286,2026-02-14,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-001,Warehouse-Compute-Credits,781.7,USD,,,,,FINAL,2026-02-14T23:59:59Z
BILL-2026-00287,2026-02-25,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-002,Memory-Optimized-Hours,1281.36,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-25T23:59:59Z
BILL-2026-00288,2026-02-16,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-002,Warehouse-Compute-Credits,499.92,USD,,,,,FINAL,2026-02-16T23:59:59Z
BILL-2026-00289,2026-02-17,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-003,Memory-Optimized-Hours,453.9,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-17T23:59:59Z
BILL-2026-00290,2026-02-20,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-003,Warehouse-Compute-Credits,432.45,USD,,,,,FINAL,2026-02-20T23:59:59Z
BILL-2026-00291,2026-02-24,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-004,Memory-Optimized-Hours,922.68,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-24T23:59:59Z
BILL-2026-00292,2026-02-13,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-004,Warehouse-Compute-Credits,904.19,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00293,2026-02-13,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-005,Memory-Optimized-Hours,1355.75,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-13T23:59:59Z
BILL-2026-00294,2026-02-12,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-005,Warehouse-Compute-Credits,818.72,USD,,,,,FINAL,2026-02-12T23:59:59Z
BILL-2026-00295,2026-02-21,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-006,Memory-Optimized-Hours,929.55,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-21T23:59:59Z
BILL-2026-00296,2026-02-11,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-006,Warehouse-Compute-Credits,533.21,USD,,,,,FINAL,2026-02-11T23:59:59Z
BILL-2026-00297,2026-02-11,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-007,Memory-Optimized-Hours,884.36,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-11T23:59:59Z
BILL-2026-00298,2026-02-16,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-007,Warehouse-Compute-Credits,588.81,USD,,,,,FINAL,2026-02-16T23:59:59Z
BILL-2026-00299,2026-02-13,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-008,Memory-Optimized-Hours,476.99,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-13T23:59:59Z
BILL-2026-00300,2026-02-24,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-008,Warehouse-Compute-Credits,1085.79,USD,,,,,FINAL,2026-02-24T23:59:59Z
BILL-2026-00301,2026-02-26,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-009,Memory-Optimized-Hours,425.61,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-26T23:59:59Z
BILL-2026-00302,2026-02-14,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-009,Warehouse-Compute-Credits,474.33,USD,,,,,FINAL,2026-02-14T23:59:59Z
BILL-2026-00303,2026-02-21,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-010,Memory-Optimized-Hours,653.3,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-21T23:59:59Z
BILL-2026-00304,2026-02-20,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-010,Warehouse-Compute-Credits,912.43,USD,,,,,FINAL,2026-02-20T23:59:59Z
BILL-2026-00305,2026-02-14,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-011,Memory-Optimized-Hours,1066.21,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-14T23:59:59Z
BILL-2026-00306,2026-02-27,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-011,Warehouse-Compute-Credits,908.96,USD,,,,,FINAL,2026-02-27T23:59:59Z
BILL-2026-00307,2026-02-20,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-012,Memory-Optimized-Hours,891.68,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-20T23:59:59Z
BILL-2026-00308,2026-02-11,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-012,Warehouse-Compute-Credits,1063.11,USD,,,,,FINAL,2026-02-11T23:59:59Z
BILL-2026-00309,2026-02-16,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-013,Memory-Optimized-Hours,405.53,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-16T23:59:59Z
BILL-2026-00310,2026-02-15,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-013,Warehouse-Compute-Credits,604.69,USD,,,,,FINAL,2026-02-15T23:59:59Z
BILL-2026-00311,2026-02-24,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-014,Memory-Optimized-Hours,990.02,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-24T23:59:59Z
BILL-2026-00312,2026-02-22,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-014,Warehouse-Compute-Credits,1076.29,USD,,,,,FINAL,2026-02-22T23:59:59Z
BILL-2026-00313,2026-02-14,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-015,Memory-Optimized-Hours,569.79,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-14T23:59:59Z
BILL-2026-00314,2026-02-17,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-015,Warehouse-Compute-Credits,633.38,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00315,2026-02-16,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-016,Memory-Optimized-Hours,738.69,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-16T23:59:59Z
BILL-2026-00316,2026-02-22,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-016,Warehouse-Compute-Credits,437.51,USD,,,,,FINAL,2026-02-22T23:59:59Z
BILL-2026-00317,2026-02-15,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-017,Memory-Optimized-Hours,448.24,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-15T23:59:59Z
BILL-2026-00318,2026-02-15,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-017,Warehouse-Compute-Credits,948.5,USD,,,,,FINAL,2026-02-15T23:59:59Z
BILL-2026-00319,2026-02-20,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-018,Memory-Optimized-Hours,676.24,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-20T23:59:59Z
BILL-2026-00320,2026-02-28,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-018,Warehouse-Compute-Credits,757.22,USD,,,,,FINAL,2026-02-28T23:59:59Z
BILL-2026-00321,2026-02-18,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-019,Memory-Optimized-Hours,1298.5,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-18T23:59:59Z
BILL-2026-00322,2026-02-20,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-019,Warehouse-Compute-Credits,636.71,USD,,,,,FINAL,2026-02-20T23:59:59Z
BILL-2026-00323,2026-02-22,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-020,Memory-Optimized-Hours,1116.45,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-22T23:59:59Z
BILL-2026-00324,2026-02-27,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-020,Warehouse-Compute-Credits,314.16,USD,,,,,FINAL,2026-02-27T23:59:59Z
BILL-2026-00325,2026-02-14,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-001,Archive-Storage-GB,488.71,USD,,,,,FINAL,2026-02-14T23:59:59Z
BILL-2026-00326,2026-02-24,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-001,Log-Ingested-GB,163.23,USD,,,,,FINAL,2026-02-24T23:59:59Z
BILL-2026-00327,2026-02-25,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-002,Archive-Storage-GB,390.59,USD,,,,,FINAL,2026-02-25T23:59:59Z
BILL-2026-00328,2026-02-15,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-002,Log-Ingested-GB,312.62,USD,,,,,FINAL,2026-02-15T23:59:59Z
BILL-2026-00329,2026-02-27,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-003,Archive-Storage-GB,483.23,USD,,,,,FINAL,2026-02-27T23:59:59Z
BILL-2026-00330,2026-02-13,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-003,Log-Ingested-GB,235.02,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00331,2026-02-26,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-004,Archive-Storage-GB,572.12,USD,,,,,FINAL,2026-02-26T23:59:59Z
BILL-2026-00332,2026-02-24,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-004,Log-Ingested-GB,436.53,USD,,,,,FINAL,2026-02-24T23:59:59Z
BILL-2026-00333,2026-02-26,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-005,Archive-Storage-GB,527,USD,,,,,FINAL,2026-02-26T23:59:59Z
BILL-2026-00334,2026-02-23,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-005,Log-Ingested-GB,311.47,USD,,,,,FINAL,2026-02-23T23:59:59Z
BILL-2026-00335,2026-02-17,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-006,Archive-Storage-GB,378.8,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00336,2026-02-23,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-006,Log-Ingested-GB,163.08,USD,,,,,FINAL,2026-02-23T23:59:59Z
BILL-2026-00337,2026-02-25,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-007,Archive-Storage-GB,356.28,USD,,,,,FINAL,2026-02-25T23:59:59Z
BILL-2026-00338,2026-02-26,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-007,Log-Ingested-GB,498.65,USD,,,,,FINAL,2026-02-26T23:59:59Z
BILL-2026-00339,2026-02-12,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-008,Archive-Storage-GB,416.88,USD,,,,,FINAL,2026-02-12T23:59:59Z
BILL-2026-00340,2026-02-22,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-008,Log-Ingested-GB,266.54,USD,,,,,FINAL,2026-02-22T23:59:59Z
BILL-2026-00341,2026-02-13,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-009,Archive-Storage-GB,542.06,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00342,2026-02-13,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-009,Log-Ingested-GB,416.45,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00343,2026-02-24,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-010,Archive-Storage-GB,298.22,USD,,,,,FINAL,2026-02-24T23:59:59Z
BILL-2026-00344,2026-02-28,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-010,Log-Ingested-GB,471.95,USD,,,,,FINAL,2026-02-28T23:59:59Z
BILL-2026-00345,2026-02-24,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-011,Archive-Storage-GB,323.18,USD,,,,,FINAL,2026-02-24T23:59:59Z
BILL-2026-00346,2026-02-23,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-011,Log-Ingested-GB,367.04,USD,,,,,FINAL,2026-02-23T23:59:59Z
BILL-2026-00347,2026-02-17,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-012,Archive-Storage-GB,533.68,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00348,2026-02-12,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-012,Log-Ingested-GB,445.64,USD,,,,,FINAL,2026-02-12T23:59:59Z
BILL-2026-00349,2026-02-16,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-013,Archive-Storage-GB,234.92,USD,,,,,FINAL,2026-02-16T23:59:59Z
BILL-2026-00350,2026-02-11,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-013,Log-Ingested-GB,417.06,USD,,,,,FINAL,2026-02-11T23:59:59Z
BILL-2026-00351,2026-02-27,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-014,Archive-Storage-GB,501.6,USD,,,,,FINAL,2026-02-27T23:59:59Z
BILL-2026-00352,2026-02-22,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-014,Log-Ingested-GB,246.69,USD,,,,,FINAL,2026-02-22T23:59:59Z
BILL-2026-00353,2026-02-10,AWS,ACCT-BACKUP,Backup,us-east-1,res-backup-vault-015,Archive-Storage-GB,467.69,USD,,,,,FINAL,2026-02-10T23:59:59Z
BILL-2026-00354,2026-02-16,AWS,ACCT-LOGGING,Logging,us-east-1,res-log-ingest-015,Log-Ingested-GB,242.18,USD,,,,,FINAL,2026-02-16T23:59:59Z
BILL-2026-00355,2026-02-13,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-01,Shared-K8s-Node-Hours,660.11,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00356,2026-02-25,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-01,Inter-Region-Data-GB,336.27,USD,,,,,FINAL,2026-02-25T23:59:59Z
BILL-2026-00357,2026-02-25,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-02,Shared-K8s-Node-Hours,451.07,USD,,,,,FINAL,2026-02-25T23:59:59Z
BILL-2026-00358,2026-02-17,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-02,Inter-Region-Data-GB,385.22,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00359,2026-02-15,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-03,Shared-K8s-Node-Hours,366.44,USD,,,,,FINAL,2026-02-15T23:59:59Z
BILL-2026-00360,2026-02-18,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-03,Inter-Region-Data-GB,257.43,USD,,,,,FINAL,2026-02-18T23:59:59Z
BILL-2026-00361,2026-02-21,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-04,Shared-K8s-Node-Hours,409.07,USD,,,,,FINAL,2026-02-21T23:59:59Z
BILL-2026-00362,2026-02-25,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-04,Inter-Region-Data-GB,114.12,USD,,,,,FINAL,2026-02-25T23:59:59Z
BILL-2026-00363,2026-02-20,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-05,Shared-K8s-Node-Hours,399.12,USD,,,,,FINAL,2026-02-20T23:59:59Z
BILL-2026-00364,2026-02-20,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-05,Inter-Region-Data-GB,264.07,USD,,,,,FINAL,2026-02-20T23:59:59Z
BILL-2026-00365,2026-02-19,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-06,Shared-K8s-Node-Hours,373.43,USD,,,,,FINAL,2026-02-19T23:59:59Z
BILL-2026-00366,2026-02-21,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-06,Inter-Region-Data-GB,376.12,USD,,,,,FINAL,2026-02-21T23:59:59Z
BILL-2026-00367,2026-02-21,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-07,Shared-K8s-Node-Hours,463.51,USD,,,,,FINAL,2026-02-21T23:59:59Z
BILL-2026-00368,2026-02-27,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-07,Inter-Region-Data-GB,149.16,USD,,,,,FINAL,2026-02-27T23:59:59Z
BILL-2026-00369,2026-02-16,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-08,Shared-K8s-Node-Hours,620.59,USD,,,,,FINAL,2026-02-16T23:59:59Z
BILL-2026-00370,2026-02-28,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-08,Inter-Region-Data-GB,120.13,USD,,,,,FINAL,2026-02-28T23:59:59Z
BILL-2026-00371,2026-02-17,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-09,Shared-K8s-Node-Hours,849.95,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00372,2026-02-11,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-09,Inter-Region-Data-GB,306.88,USD,,,,,FINAL,2026-02-11T23:59:59Z
BILL-2026-00373,2026-02-16,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-10,Shared-K8s-Node-Hours,558.78,USD,,,,,FINAL,2026-02-16T23:59:59Z
BILL-2026-00374,2026-02-28,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-10,Inter-Region-Data-GB,257.26,USD,,,,,FINAL,2026-02-28T23:59:59Z
BILL-2026-00375,2026-02-12,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-11,Shared-K8s-Node-Hours,892.59,USD,,,,,FINAL,2026-02-12T23:59:59Z
BILL-2026-00376,2026-02-20,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-11,Inter-Region-Data-GB,215.78,USD,,,,,FINAL,2026-02-20T23:59:59Z
BILL-2026-00377,2026-02-21,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-12,Shared-K8s-Node-Hours,375.83,USD,,,,,FINAL,2026-02-21T23:59:59Z
BILL-2026-00378,2026-02-17,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-12,Inter-Region-Data-GB,329.78,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00379,2026-02-18,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-13,Shared-K8s-Node-Hours,571.53,USD,,,,,FINAL,2026-02-18T23:59:59Z
BILL-2026-00380,2026-02-17,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-13,Inter-Region-Data-GB,287.01,USD,,,,,FINAL,2026-02-17T23:59:59Z
BILL-2026-00381,2026-02-22,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-14,Shared-K8s-Node-Hours,664.03,USD,,,,,FINAL,2026-02-22T23:59:59Z
BILL-2026-00382,2026-02-13,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-14,Inter-Region-Data-GB,112.04,USD,,,,,FINAL,2026-02-13T23:59:59Z
BILL-2026-00383,2026-02-27,AWS,ACCT-SHARED,Container Platform,us-east-1,res-shared-k8s-cluster-15,Shared-K8s-Node-Hours,790.39,USD,,,,,FINAL,2026-02-27T23:59:59Z
BILL-2026-00384,2026-02-16,AWS,ACCT-SHARED,Data Transfer,us-east-1,res-shared-gateway-15,Inter-Region-Data-GB,357.12,USD,,,,,FINAL,2026-02-16T23:59:59Z
BILL-2026-00385,2026-02-25,AWS,ACCT-SHARED,Serverless,us-east-1,res-orphan-serverless-001,Function-Invocations,287.19,USD,,,,,FINAL,2026-02-25T23:59:59Z
BILL-2026-00386,2026-02-15,AWS,ACCT-SHARED,Object Storage,us-west-2,res-conflict-storage-002,Standard-Storage-GB,782.21,USD,,,,,FINAL,2026-02-15T23:59:59Z
BILL-2026-00387,2026-02-10,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-corrupt-prod-003,vCPU-Hours,654.56,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-02-10T23:59:59Z
BILL-2026-00388,2026-02-22,AWS,ACCT-IMAGING,Compute,us-east-1,res-spike-imaging-gpu-004,GPU-Processing-Hours,1855.38,USD,,,,,FINAL,2026-02-22T23:59:59Z
BILL-2026-00389,2026-03-27,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-001,Standard-Storage-GB,476.15,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-03-27T23:59:59Z
BILL-2026-00390,2026-03-20,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-001,vCPU-Hours,911.19,USD,,,,,FINAL,2026-03-20T23:59:59Z
BILL-2026-00391,2026-03-15,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-002,Standard-Storage-GB,560.47,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-03-15T23:59:59Z
BILL-2026-00392,2026-03-13,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-002,vCPU-Hours,1176.06,USD,,,,,FINAL,2026-03-13T23:59:59Z
BILL-2026-00393,2026-03-21,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-003,Standard-Storage-GB,591.74,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-03-21T23:59:59Z
BILL-2026-00394,2026-03-26,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-003,vCPU-Hours,1235.45,USD,,,,,FINAL,2026-03-26T23:59:59Z
BILL-2026-00395,2026-03-13,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-004,Standard-Storage-GB,539.75,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-03-13T23:59:59Z
BILL-2026-00396,2026-03-11,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-004,vCPU-Hours,706.94,USD,,,,,FINAL,2026-03-11T23:59:59Z
BILL-2026-00397,2026-03-27,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-005,Standard-Storage-GB,627.23,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-03-27T23:59:59Z
BILL-2026-00398,2026-03-15,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-005,vCPU-Hours,905.73,USD,,,,,FINAL,2026-03-15T23:59:59Z
BILL-2026-00399,2026-03-24,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-006,Standard-Storage-GB,454.72,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-03-24T23:59:59Z
BILL-2026-00400,2026-03-20,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-006,vCPU-Hours,471.5,USD,,,,,FINAL,2026-03-20T23:59:59Z
